Article,Article Description,Movement Type Text,Movement type,Qty in unit of entry,Reference,Entry Date,Sales Value inc. VAT,Sales Value,Document Header Text,Document Date,Order Price Unit,Qty in OPUn,Amt.in loc.cur.,Purchase order,Base Unit of Measure,Debit/Credit ind,User Name,Trans./Event Type
1454835,YSL Rouge Pur LB446200 LS,GI Sales DOMESTIC,X51,-1,23585,14/06/2022,-350.00,-370.00,POS/8210,14/06/2022,,0.000,-174.41,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-3,23564,14/06/2022,-210.00,-157.50,POS/8210,14/06/2022,,0.000,-82.45,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-3,23561,14/06/2022,-210.00,-157.50,POS/8210,14/06/2022,,0.000,-82.46,,PC,H,BWREMOTE_P34,WA
1473124,Ritual Mehr 1107166 OTH,GI Sales DOMESTIC,X51,-1,13476,14/06/2022,-255.00,-252.00,POS/8210,14/06/2022,,0.000,-135.10,,PC,H,BWREMOTE_P34,WA
1473156,Ritual Floral 1109729 OTH,GI Sales DOMESTIC,X51,-1,13476,14/06/2022,-200.00,-180.00,POS/8210,14/06/2022,,0.000,-99.58,,PC,H,BWREMOTE_P34,WA
1473158,Ritual Black 1109731 OTH,GI Sales DOMESTIC,X51,-1,13476,14/06/2022,-170.00,-180.00,POS/8210,14/06/2022,,0.000,-93.26,,PC,H,BWREMOTE_P34,WA
1477803,Sulwha TR 270410789 SET,GI Sales DOMESTIC,X51,-1,23569,14/06/2022,"-1,885.00","-1,319.50",POS/8210,14/06/2022,,0.000,-680.72,,PC,H,BWREMOTE_P34,WA
1489399,EYS PCE 8pk 560g,GI Sales DOMESTIC,X51,-1,13488,14/06/2022,-445.00,-333.75,POS/8210,14/06/2022,,0.000,-206.15,,PC,H,BWREMOTE_P34,WA
1489488,L'Occi Shea 01CP200K22 BOMOI,GR goods receipt,101,18,0183425791,14/06/2022,"6,930.00",0.00,,31/05/2022,PC,18,"3,292.49",4503947420,PC,S,KOK,WE
1489614,L'Occi Verben 15GD500VB21 B+SG,GR goods receipt,101,10,0183425791,14/06/2022,"3,050.00",0.00,,31/05/2022,PC,10,"1,449.34",4503947420,PC,S,KOK,WE
1489615,L'Occi Verben 15RC500VB21 B+SG,GR goods receipt,101,12,0183425791,14/06/2022,0.00,0.00,,31/05/2022,PC,12,"1,482.52",4503947420,PC,S,KOK,WE
1489625,T L'Occi Shea 53CP200K22 BOMOI,GR for acct assgmnt,101,3,0183425790,14/06/2022,0.00,0.00,,31/05/2022,PC,3,0.25,4503947421,PC,S,KOK,WE
1489681,Ritual Jing 1112066 MIST,GI Sales DOMESTIC,X51,-4,23589,14/06/2022,-800.00,-640.00,POS/8210,14/06/2022,,0.000,-368.53,,PC,H,BWREMOTE_P34,WA
1518135,L'Occi Volume 17AS500FV21 HCO,GR goods receipt,101,16,0183425791,14/06/2022,"5,440.00",0.00,,31/05/2022,PC,16,"2,585.72",4503947420,PC,S,KOK,WE
1518136,L'Occi Volume 17RS500FV21 SHA,GR goods receipt,101,12,0183425791,14/06/2022,"3,120.00",0.00,,31/05/2022,PC,12,"1,482.52",4503947420,PC,S,KOK,WE
1518137,L'Occi Volume 17SH500FV21 SHA,GR goods receipt,101,16,0183425791,14/06/2022,"4,800.00",0.00,,31/05/2022,PC,16,"2,281.21",4503947420,PC,S,KOK,WE
1518243,T L'Occi Vol 53AS500FV21 HCO,GR for acct assgmnt,101,3,0183425790,14/06/2022,0.00,0.00,,31/05/2022,PC,3,0.25,4503947421,PC,S,KOK,WE
221402,Kiehls Ultra Faci S0666105 DCR,GI Sales DOMESTIC,X51,-1,23491,13/06/2022,-580.00,-435.00,POS/8210,13/06/2022,,0.000,-288.44,,PC,H,BWREMOTE_P34,WA
639002,Lancô Pur Rituel L5449200 TO,GI Sales DOMESTIC,X51,-2,13432,13/06/2022,-890.00,-610.00,POS/8210,13/06/2022,,0.000,-442.67,,PC,H,BWREMOTE_P34,WA
1299700,HP Le Jardin de Mon 40892 SET,GI Sales DOMESTIC,X51,-1,23495,13/06/2022,-775.00,-588.75,POS/8210,13/06/2022,,0.000,-339.80,,PC,H,BWREMOTE_P34,WA
1373112,Lancô Genifique TM724400 DUO,GI Sales DOMESTIC,X51,-1,23501,13/06/2022,"-1,255.00",-896.00,POS/8210,13/06/2022,,0.000,-624.03,,PC,H,BWREMOTE_P34,WA
1403346,Gucci GG0529S-001 SUNG,GI Sales DOMESTIC,X51,-1,23522,13/06/2022,"-2,740.00","-2,208.00",POS/8210,13/06/2022,,0.000,"-1,071.03",,PC,H,BWREMOTE_P34,WA
1448970,Anessa Perfect 16172 SUNM,GI Sales DOMESTIC,X51,-3,13432,13/06/2022,-819.00,-630.00,POS/8210,13/06/2022,,0.000,-378.98,,PC,H,BWREMOTE_P34,WA
1457333,Ritual Amsterdam 1105518 B+SG,GR goods receipt,101,24,0183429413,13/06/2022,"2,640.00",0.00,,06/06/2022,PC,24,"1,195.90",4503958364,PC,S,KOK,WE
1457334,Ritual Amsterdam 1105524 BOCR,GR goods receipt,101,12,0183429418,13/06/2022,"2,700.00",0.00,,06/06/2022,PC,12,"1,298.54",4503958366,PC,S,KOK,WE
1457337,Ritual Amsterdam 1105532 HDCR,GR goods receipt,101,12,0183429418,13/06/2022,"1,500.00",0.00,,06/06/2022,PC,12,699.46,4503958366,PC,S,KOK,WE
1462879,YSL Encre F7550500 MUP,GI Sales DOMESTIC,X51,-1,13442,13/06/2022,-580.00,-553.50,POS/8210,13/06/2022,,0.000,-288.38,,PC,H,BWREMOTE_P34,WA
1462879,YSL Encre F7550500 MUP,GI Sales DOMESTIC,X51,-1,13440,13/06/2022,-580.00,-615.00,POS/8210,13/06/2022,,0.000,-288.38,,PC,H,BWREMOTE_P34,WA
1462879,YSL Encre F7550500 MUP,RE Sales DOMESTIC,X52,1,13441,13/06/2022,580.00,615.00,POS/8210,13/06/2022,,0.000,288.38,,PC,S,BWREMOTE_P34,WA
1469548,Sulwha Ginseng 111173385 EM,GI Sales DOMESTIC,X51,-1,13454,13/06/2022,-679.00,-373.00,POS/8210,13/06/2022,,0.000,-233.53,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-3,23498,13/06/2022,-210.00,-157.50,POS/8210,13/06/2022,,0.000,-82.45,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-3,23495,13/06/2022,-210.00,-157.50,POS/8210,13/06/2022,,0.000,-82.46,,PC,H,BWREMOTE_P34,WA
1472822,Sulwha Ginseng 111173648 CR,GI Sales DOMESTIC,X51,-2,13454,13/06/2022,"-3,502.00","-1,926.00",POS/8210,13/06/2022,,0.000,"-1,064.71",,PC,H,BWREMOTE_P34,WA
1473002,Ritual Other 1101307 LBALM,GR goods receipt,101,12,0183429418,13/06/2022,"1,200.00",0.00,,06/06/2022,PC,12,662.77,4503958366,PC,S,KOK,WE
1473095,Ritual Amst 1105530 OTH,GR goods receipt,101,30,0183429415,13/06/2022,"16,200.00",0.00,,06/06/2022,PC,30,"7,534.09",4503958365,PC,S,KOK,WE
1473096,Ritual Amst 1105533 CANDL,GR goods receipt,101,24,0183429416,13/06/2022,"9,480.00",0.00,,06/06/2022,PC,24,"4,371.53",4503958362,PC,S,KOK,WE
1473127,Ritual Amst 1107321 SET,GR goods receipt,101,25,0183429414,13/06/2022,"13,125.00",0.00,,06/06/2022,PC,25,"6,043.71",4503958364,PC,S,KOK,WE
1473151,Ritual Black 1109603 CANDL,GR goods receipt,101,24,0183429419,13/06/2022,"8,880.00",0.00,,06/06/2022,PC,24,"3,806.91",4503958363,PC,S,KOK,WE
1473155,Ritual White 1109609 CANDL,GR goods receipt,101,24,0183429419,13/06/2022,"8,880.00",0.00,,06/06/2022,PC,24,"4,088.57",4503958363,PC,S,KOK,WE
1473156,Ritual Floral 1109729 OTH,GR goods receipt,101,12,0183429416,13/06/2022,"2,400.00",0.00,,06/06/2022,PC,12,"1,243.55",4503958362,PC,S,KOK,WE
1473157,Ritual White 1109730 OTH,GR goods receipt,101,36,0183429416,13/06/2022,"8,100.00",0.00,,06/06/2022,PC,36,"3,627.86",4503958362,PC,S,KOK,WE
1476369,Ritual Jing 1110060 B+SG,GR goods receipt,101,24,0183429413,13/06/2022,"2,280.00",0.00,,06/06/2022,PC,24,"1,049.64",4503958364,PC,S,KOK,WE
1477803,Sulwha TR 270410789 SET,GI Sales DOMESTIC,X51,-1,23514,13/06/2022,"-1,885.00","-1,036.00",POS/8210,13/06/2022,,0.000,-680.72,,PC,H,BWREMOTE_P34,WA
1477803,Sulwha TR 270410789 SET,GI Sales DOMESTIC,X51,-1,13454,13/06/2022,"-1,885.00","-1,036.00",POS/8210,13/06/2022,,0.000,-680.72,,PC,H,BWREMOTE_P34,WA
1489672,Ritual Ayur 1109804 BOCR,GR goods receipt,101,12,0183429418,13/06/2022,"2,520.00",0.00,,06/06/2022,PC,12,"1,215.57",4503958366,PC,S,KOK,WE
1489681,Ritual Jing 1112066 MIST,GR goods receipt,101,24,0183429418,13/06/2022,"4,800.00",0.00,,06/06/2022,PC,24,"2,209.17",4503958366,PC,S,KOK,WE
1490516,Ritual Ayur 1112418 CANDL,GR goods receipt,101,18,0183429419,13/06/2022,"4,050.00",0.00,,06/06/2022,PC,18,"2,030.30",4503958363,PC,S,KOK,WE
1515676,Ritual Jing 1111991 SET,GR goods receipt,101,15,0183429412,13/06/2022,"7,725.00",0.00,,06/06/2022,PC,15,"3,557.49",4503958361,PC,S,KOK,WE
1519314,Clarins Multi Act 80083071 LO,GI Sales DOMESTIC,X51,-1,23495,13/06/2022,-370.00,-277.50,POS/8210,13/06/2022,,0.000,-180.82,,PC,H,BWREMOTE_P34,WA
77966,Armani Acqua Ho L5802200 EDTS,GI Sales DOMESTIC,X51,-1,23441,12/06/2022,-745.00,-645.00,POS/8210,12/06/2022,,0.000,-370.19,,PC,H,BWREMOTE_P34,WA
221370,Kiehls Rare S1126603 MSK,GI Sales DOMESTIC,X51,-1,23344,12/06/2022,-310.00,-275.00,POS/8210,12/06/2022,,0.000,-116.17,,PC,H,BWREMOTE_P34,WA
221370,Kiehls Rare S1126603 MSK,GI Sales DOMESTIC,X51,-1,13419,12/06/2022,-310.00,-275.00,POS/8210,12/06/2022,,0.000,-116.17,,PC,H,BWREMOTE_P34,WA
480595,La Mer 2NF3010000 EBAL,GI Sales DOMESTIC,X51,-1,13405,12/06/2022,"-1,765.00","-1,630.00",POS/8210,12/06/2022,,0.000,"-1,083.84",,PC,H,BWREMOTE_P34,WA
480595,La Mer 2NF3010000 EBAL,GI Sales DOMESTIC,X51,-1,23406,12/06/2022,"-1,765.00","-1,630.00",POS/8210,12/06/2022,,0.000,"-1,083.84",,PC,H,BWREMOTE_P34,WA
493882,HP Jardin sur le T 28103 EDTS,GI Sales DOMESTIC,X51,-1,23419,12/06/2022,"-1,105.00","-1,025.00",POS/8210,12/06/2022,,0.000,-341.46,,PC,H,BWREMOTE_P34,WA
528399,Armani Designer L2859100 MUP,GI Sales DOMESTIC,X51,-1,23389,12/06/2022,-630.00,-630.00,POS/8210,12/06/2022,,0.000,-313.21,,PC,H,BWREMOTE_P34,WA
528399,Armani Designer L2859100 MUP,GI Sales DOMESTIC,X51,-1,23415,12/06/2022,-630.00,-630.00,POS/8210,12/06/2022,,0.000,-313.21,,PC,H,BWREMOTE_P34,WA
639002,Lancô Pur Rituel L5449200 TO,GI Sales DOMESTIC,X51,-1,13411,12/06/2022,-445.00,-305.00,POS/8210,12/06/2022,,0.000,-221.34,,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-1,23329,12/06/2022,"-1,150.00",-899.00,POS/8210,12/06/2022,,0.000,-685.69,,PC,H,BWREMOTE_P34,WA
1254058,La Mer Moisturiz 5HHP010000 LO,GI Sales DOMESTIC,X51,-1,13404,12/06/2022,"-2,330.00","-1,878.75",POS/8210,12/06/2022,,0.000,"-1,333.94",,PC,H,BWREMOTE_P34,WA
1265781,EL Resilience RRLM010000 NCR,GI Sales DOMESTIC,X51,-1,23351,12/06/2022,-905.00,-850.00,POS/8210,12/06/2022,,0.000,-520.36,,PC,H,BWREMOTE_P34,WA
1288562,La Mer Soft Fl Lo 5FT212 FOUN,GI Sales DOMESTIC,X51,-1,13404,12/06/2022,"-1,040.00",-866.25,POS/8210,12/06/2022,,0.000,-633.29,,PC,H,BWREMOTE_P34,WA
1288582,La Mer 5R0701 MOI,GI Sales DOMESTIC,X51,-1,23402,12/06/2022,"-2,885.00","-2,190.00",POS/8210,12/06/2022,,0.000,"-1,665.35",,PC,H,BWREMOTE_P34,WA
1300369,Kiehls Dermatol S2826400 CL,GI Sales DOMESTIC,X51,-1,23428,12/06/2022,-280.00,-210.00,POS/8210,12/06/2022,,0.000,-139.94,,PC,H,BWREMOTE_P34,WA
1300441,Kiehls Facial F S2899000 MCARE,GI Sales DOMESTIC,X51,-1,23368,12/06/2022,-205.00,-205.00,POS/8210,12/06/2022,,0.000,-101.85,,PC,H,BWREMOTE_P34,WA
1312742,La Mer Luminous 5NM711 MUP,GI Sales DOMESTIC,X51,-1,23402,12/06/2022,"-1,040.00",-866.25,POS/8210,12/06/2022,,0.000,-595.36,,PC,H,BWREMOTE_P34,WA
1317977,YSL Vernis L L6864100 LS,GI Sales DOMESTIC,X51,-1,23340,12/06/2022,-335.00,-319.50,POS/8210,12/06/2022,,0.000,-166.52,,PC,H,BWREMOTE_P34,WA
1358566,Shu Ue Eyebrow F5642100 EBP,GI Sales DOMESTIC,X51,-2,13404,12/06/2022,-330.00,-247.50,POS/8210,12/06/2022,,0.000,-163.96,,PC,H,BWREMOTE_P34,WA
1372382,EL Nutritious P7PG01 LO,GI Sales DOMESTIC,X51,-2,23364,12/06/2022,"-1,030.00",-920.00,POS/8210,12/06/2022,,0.000,-589.77,,PC,H,BWREMOTE_P34,WA
1379227,Ritual Ayurveda 1111271 MIST,GI Sales DOMESTIC,X51,-1,13391,12/06/2022,-175.00,-175.00,POS/8210,12/06/2022,,0.000,-59.86,,PC,H,BWREMOTE_P34,WA
1389727,Morocc Hair MO25EE HC,GI Sales DOMESTIC,X51,-1,23329,12/06/2022,-185.00,-185.00,POS/8210,12/06/2022,,0.000,-55.82,,PC,H,BWREMOTE_P34,WA
1390448,Lancô Setting L8356500 PD,GI Sales DOMESTIC,X51,-1,23348,12/06/2022,-455.00,-455.00,POS/8210,12/06/2022,,0.000,-226.63,,PC,H,BWREMOTE_P34,WA
1401538,EL Advanced Night P9YJ01 SER,GI Sales DOMESTIC,X51,-1,23449,12/06/2022,-685.00,-357.50,POS/8210,12/06/2022,,0.000,-410.39,,PC,H,BWREMOTE_P34,WA
1401538,EL Advanced Night P9YJ01 SER,GI Sales DOMESTIC,X51,-1,23352,12/06/2022,-685.00,-357.50,POS/8210,12/06/2022,,0.000,-410.39,,PC,H,BWREMOTE_P34,WA
1402224,YSL Pure Sh LA062600 LO,GI Sales DOMESTIC,X51,-1,23340,12/06/2022,-545.00,-490.50,POS/8210,12/06/2022,,0.000,-270.72,,PC,H,BWREMOTE_P34,WA
1433026,Lancô Rénergie F7220200 EM,GI Sales DOMESTIC,X51,-1,23340,12/06/2022,-775.00,-697.50,POS/8210,12/06/2022,,0.000,-385.27,,PC,H,BWREMOTE_P34,WA
1457333,Ritual Amsterdam 1105518 B+SG,GI Sales DOMESTIC,X51,-1,23394,12/06/2022,-110.00,-88.00,POS/8210,12/06/2022,,0.000,-43.53,,PC,H,BWREMOTE_P34,WA
1469548,Sulwha Ginseng 111173385 EM,GI Sales DOMESTIC,X51,-1,13356,12/06/2022,-679.00,-373.00,POS/8210,12/06/2022,,0.000,-233.54,,PC,H,BWREMOTE_P34,WA
1469548,Sulwha Ginseng 111173385 EM,GI Sales DOMESTIC,X51,-1,13353,12/06/2022,-679.00,-373.00,POS/8210,12/06/2022,,0.000,-233.53,,PC,H,BWREMOTE_P34,WA
1469548,Sulwha Ginseng 111173385 EM,RE Sales DOMESTIC,X52,1,13358,12/06/2022,679.00,373.00,POS/8210,12/06/2022,,0.000,233.53,,PC,S,BWREMOTE_P34,WA
1469548,Sulwha Ginseng 111173385 EM,GI Sales DOMESTIC,X51,-1,13381,12/06/2022,-679.00,-373.00,POS/8210,12/06/2022,,0.000,-233.53,,PC,H,BWREMOTE_P34,WA
1470294,Filorg Meso 1V1072 MSK,GI Sales DOMESTIC,X51,-1,23402,12/06/2022,-430.00,-352.50,POS/8210,12/06/2022,,0.000,-164.51,,PC,H,BWREMOTE_P34,WA
1471331,Ritual Ayurveda 1107157 HOME,GI Sales DOMESTIC,X51,-1,13372,12/06/2022,-145.00,-140.00,POS/8210,12/06/2022,,0.000,-77.19,,PC,H,BWREMOTE_P34,WA
1471332,Ritual Mehr 1107167 HOME,GI Sales DOMESTIC,X51,-1,13372,12/06/2022,-145.00,-140.00,POS/8210,12/06/2022,,0.000,-74.67,,PC,H,BWREMOTE_P34,WA
1471338,Ritual Mehr 1109931 BOCR,GI Sales DOMESTIC,X51,-1,13400,12/06/2022,-185.00,-220.00,POS/8210,12/06/2022,,0.000,-92.31,,PC,H,BWREMOTE_P34,WA
1472740,Caudal Vinoclean 307 CL,GI Sales DOMESTIC,X51,-2,23402,12/06/2022,-380.00,-285.00,POS/8210,12/06/2022,,0.000,-146.59,,PC,H,BWREMOTE_P34,WA
1472761,Caudal Vinopure 342 CL,GI Sales DOMESTIC,X51,-1,13359,12/06/2022,-190.00,-190.00,POS/8210,12/06/2022,,0.000,-73.30,,PC,H,BWREMOTE_P34,WA
1473092,Ritual Sakura 1105079 HDCR,GI Sales DOMESTIC,X51,-1,13377,12/06/2022,-100.00,-96.00,POS/8210,12/06/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1473096,Ritual Amst 1105533 CANDL,GI Sales DOMESTIC,X51,-1,23394,12/06/2022,-395.00,-316.00,POS/8210,12/06/2022,,0.000,-184.20,,PC,H,BWREMOTE_P34,WA
1473096,Ritual Amst 1105533 CANDL,GI Sales DOMESTIC,X51,-1,13377,12/06/2022,-395.00,-316.00,POS/8210,12/06/2022,,0.000,-184.20,,PC,H,BWREMOTE_P34,WA
1473098,Ritual Black 1105982 HOME,GI Sales DOMESTIC,X51,-1,13377,12/06/2022,-290.00,-296.00,POS/8210,12/06/2022,,0.000,-151.26,,PC,H,BWREMOTE_P34,WA
1473157,Ritual White 1109730 OTH,GI Sales DOMESTIC,X51,-1,13395,12/06/2022,-225.00,-180.00,POS/8210,12/06/2022,,0.000,-90.78,,PC,H,BWREMOTE_P34,WA
1473159,Ritual Amst 1109732 OTH,GI Sales DOMESTIC,X51,-1,23394,12/06/2022,-170.00,-180.00,POS/8210,12/06/2022,,0.000,-87.97,,PC,H,BWREMOTE_P34,WA
1473161,Ritual Mehr 1109912 HOME,GI Sales DOMESTIC,X51,-1,13372,12/06/2022,-255.00,-244.00,POS/8210,12/06/2022,,0.000,-135.52,,PC,H,BWREMOTE_P34,WA
1473214,La Mer Moist 59AY01 CR,GI Sales DOMESTIC,X51,-1,23364,12/06/2022,-790.00,-612.50,POS/8210,12/06/2022,,0.000,-494.91,,PC,H,BWREMOTE_P34,WA
1473653,L'Occi Alm HKOCVKIT00464 SET,GI Sales DOMESTIC,X51,-1,23379,12/06/2022,-620.00,-520.00,POS/8210,12/06/2022,,0.000,-291.22,,PC,H,BWREMOTE_P34,WA
1478532,L'Occi Almond 29GE200A21 BOSCR,GI Sales DOMESTIC,X51,-1,23380,12/06/2022,-210.00,-199.50,POS/8210,12/06/2022,,0.000,-98.39,,PC,H,BWREMOTE_P34,WA
1485087,Kiehls Dermatol S4363000 SER,GI Sales DOMESTIC,X51,-1,23373,12/06/2022,-615.00,-515.00,POS/8210,12/06/2022,,0.000,-310.40,,PC,H,BWREMOTE_P34,WA
1485087,Kiehls Dermatol S4363000 SER,GI Sales DOMESTIC,X51,-1,23372,12/06/2022,-615.00,-515.00,POS/8210,12/06/2022,,0.000,-310.40,,PC,H,BWREMOTE_P34,WA
1486652,Shu Ue Ultime8 TS959100 OIL,GI Sales DOMESTIC,X51,-1,23329,12/06/2022,"-1,630.00","-1,275.00",POS/8210,12/06/2022,,0.000,-811.04,,PC,H,BWREMOTE_P34,WA
1495879,Ritual Jing 1108673 SET,GI Sales DOMESTIC,X51,-2,13395,12/06/2022,-800.00,-640.00,POS/8210,12/06/2022,,0.000,-367.37,,PC,H,BWREMOTE_P34,WA
221370,Kiehls Rare S1126603 MSK,GI Sales DOMESTIC,X51,-1,23248,11/06/2022,-310.00,-275.00,POS/8210,11/06/2022,,0.000,-116.17,,PC,H,BWREMOTE_P34,WA
221402,Kiehls Ultra Faci S0666105 DCR,GI Sales DOMESTIC,X51,-1,23279,11/06/2022,-580.00,-435.00,POS/8210,11/06/2022,,0.000,-288.43,,PC,H,BWREMOTE_P34,WA
480595,La Mer 2NF3010000 EBAL,GI Sales DOMESTIC,X51,-1,23248,11/06/2022,"-1,765.00","-1,630.00",POS/8210,11/06/2022,,0.000,"-1,083.84",,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-3,13317,11/06/2022,"-3,450.00","-2,697.00",POS/8210,11/06/2022,,0.000,"-2,057.06",,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-1,13334,11/06/2022,"-1,150.00",-899.00,POS/8210,11/06/2022,,0.000,-685.68,,PC,H,BWREMOTE_P34,WA
1102816,Morocc Hair MO50EE HC,GI Sales DOMESTIC,X51,-2,13290,11/06/2022,-600.00,-500.00,POS/8210,11/06/2022,,0.000,-206.15,,PC,H,BWREMOTE_P34,WA
1233360,Miu Miu Eau B 77997027000 EDPS,GI Sales DOMESTIC,X51,-1,13293,11/06/2022,-870.00,-654.00,POS/8210,11/06/2022,,0.000,-338.51,,PC,H,BWREMOTE_P34,WA
1241806,Armani Power L6391400 MUP,GI Sales DOMESTIC,X51,-1,23229,11/06/2022,-600.00,-530.23,POS/8210,11/06/2022,,0.000,-298.35,,PC,H,BWREMOTE_P34,WA
1325789,Lancô Teint Idol L8094600 FOUN,GI Sales DOMESTIC,X51,-1,23209,11/06/2022,-430.00,-450.00,POS/8210,11/06/2022,,0.000,-213.80,,PC,H,BWREMOTE_P34,WA
1331372,Caudal Cleanser 014 TO,GI Sales DOMESTIC,X51,-1,23244,11/06/2022,-120.00,-120.00,POS/8210,11/06/2022,,0.000,-42.76,,PC,H,BWREMOTE_P34,WA
1332146,EL Nutritious P31P01 CL,GI Sales DOMESTIC,X51,-1,23279,11/06/2022,-280.00,-305.00,POS/8210,11/06/2022,,0.000,-160.24,,PC,H,BWREMOTE_P34,WA
1343951,Clarins Body 80049467 BOLO,GI Sales DOMESTIC,X51,-1,23257,11/06/2022,-550.00,-440.00,POS/8210,11/06/2022,,0.000,-264.40,,PC,H,BWREMOTE_P34,WA
1350031,Clarins Body 80049470 BOLO,GI Sales DOMESTIC,X51,-1,23257,11/06/2022,-550.00,-440.00,POS/8210,11/06/2022,,0.000,-264.40,,PC,H,BWREMOTE_P34,WA
1354128,Clarins Bust 80049473 BOLO,GI Sales DOMESTIC,X51,-1,23257,11/06/2022,-550.00,-464.00,POS/8210,11/06/2022,,0.000,-264.40,,PC,H,BWREMOTE_P34,WA
1354128,Clarins Bust 80049473 BOLO,GI Sales DOMESTIC,X51,-1,23307,11/06/2022,-550.00,-580.00,POS/8210,11/06/2022,,0.000,-264.40,,PC,H,BWREMOTE_P34,WA
1372417,Ritual Ayurveda 1106381 B+SG,GI Sales DOMESTIC,X51,-1,13281,11/06/2022,-85.00,-71.40,POS/8210,11/06/2022,,0.000,-29.05,,PC,H,BWREMOTE_P34,WA
1377864,Lancô Absolu TS281300 SET,GI Sales DOMESTIC,X51,-1,23209,11/06/2022,"-1,980.00","-1,780.00",POS/8210,11/06/2022,,0.000,-984.52,,PC,H,BWREMOTE_P34,WA
1380154,Shu Ue Unlimited F7239000 MUP,GI Sales DOMESTIC,X51,-1,23279,11/06/2022,-445.00,-445.00,POS/8210,11/06/2022,,0.000,-217.01,,PC,H,BWREMOTE_P34,WA
1407626,Shu Ue Unlimited F7331900 CONC,GI Sales DOMESTIC,X51,-1,23261,11/06/2022,-285.00,-285.00,POS/8210,11/06/2022,,0.000,-141.63,,PC,H,BWREMOTE_P34,WA
1444368,Lancô Clarifique LA470600 SER,GI Sales DOMESTIC,X51,-1,23273,11/06/2022,"-1,115.00",-823.00,POS/8210,11/06/2022,,0.000,-554.50,,PC,H,BWREMOTE_P34,WA
1445405,Shisei Global 15678 SUNLO,GI Sales DOMESTIC,X51,-1,23240,11/06/2022,-391.00,-331.67,POS/8210,11/06/2022,,0.000,-161.57,,PC,H,BWREMOTE_P34,WA
1469548,Sulwha Ginseng 111173385 EM,GI Sales DOMESTIC,X51,-1,23267,11/06/2022,-679.00,-373.00,POS/8210,11/06/2022,,0.000,-233.53,,PC,H,BWREMOTE_P34,WA
1469548,Sulwha Ginseng 111173385 EM,GI Sales DOMESTIC,X51,-1,23302,11/06/2022,-679.00,-373.00,POS/8210,11/06/2022,,0.000,-233.54,,PC,H,BWREMOTE_P34,WA
1469791,Clarins Extra 80071424 SET,GI Sales DOMESTIC,X51,-1,23233,11/06/2022,"-1,680.00","-1,344.00",POS/8210,11/06/2022,,0.000,-808.66,,PC,H,BWREMOTE_P34,WA
1470338,Filorg Age Pur 1V1940 CL,GI Sales DOMESTIC,X51,-1,23229,11/06/2022,-235.00,-229.77,POS/8210,11/06/2022,,0.000,-89.93,,PC,H,BWREMOTE_P34,WA
1471036,Shisei Globa 10216980301 SUNST,GI Sales DOMESTIC,X51,-1,23240,11/06/2022,-268.00,-227.33,POS/8210,11/06/2022,,0.000,-101.29,,PC,H,BWREMOTE_P34,WA
1471350,Ritual Mehr 1109943 MIST,GI Sales DOMESTIC,X51,-1,13327,11/06/2022,-175.00,-200.00,POS/8210,11/06/2022,,0.000,-80.18,,PC,H,BWREMOTE_P34,WA
1473009,Ritual Floral 1104832 OTH,GI Sales DOMESTIC,X51,-1,13281,11/06/2022,-440.00,-453.60,POS/8210,11/06/2022,,0.000,-228.23,,PC,H,BWREMOTE_P34,WA
1473095,Ritual Amst 1105530 OTH,GI Sales DOMESTIC,X51,-1,13331,11/06/2022,-540.00,-540.00,POS/8210,11/06/2022,,0.000,-259.53,,PC,H,BWREMOTE_P34,WA
1473098,Ritual Black 1105982 HOME,GI Sales DOMESTIC,X51,-1,23238,11/06/2022,-290.00,-296.00,POS/8210,11/06/2022,,0.000,-151.26,,PC,H,BWREMOTE_P34,WA
1473118,Ritual Jing 1107117 FTCR,GI Sales DOMESTIC,X51,-1,23238,11/06/2022,-110.00,-88.00,POS/8210,11/06/2022,,0.000,-50.49,,PC,H,BWREMOTE_P34,WA
1473120,Ritual Jing 1107150 CANDL,GI Sales DOMESTIC,X51,-1,23244,11/06/2022,-225.00,-196.00,POS/8210,11/06/2022,,0.000,-104.47,,PC,H,BWREMOTE_P34,WA
1473150,Ritual Black 1109602 CANDL,GI Sales DOMESTIC,X51,-2,23252,11/06/2022,-680.00,-592.00,POS/8210,11/06/2022,,0.000,-316.01,,PC,H,BWREMOTE_P34,WA
1473151,Ritual Black 1109603 CANDL,GI Sales DOMESTIC,X51,-1,13302,11/06/2022,-370.00,-277.50,POS/8210,11/06/2022,,0.000,-135.15,,PC,H,BWREMOTE_P34,WA
