Article,Article Description,Movement Type Text,Movement type,Qty in unit of entry,Reference,Entry Date,Sales Value inc. VAT,Sales Value,Document Header Text,Document Date,Order Price Unit,Qty in OPUn,Amt.in loc.cur.,Purchase order,Base Unit of Measure,Debit/Credit ind,User Name,Trans./Event Type
1102816,Morocc Hair MO50EE HC,GI Sales DOMESTIC,X51,-1,11848,18/05/2022,-300.00,-240.00,POS/8210,18/05/2022,,0.000,-103.07,,PC,H,BWREMOTE_P34,WA
1184164,Shisei Global 11953 SUN,GI Sales DOMESTIC,X51,-1,20502,18/05/2022,-350.00,-300.00,POS/8210,18/05/2022,,0.000,-143.27,,PC,H,BWREMOTE_P34,WA
1194744,Bioth Aquapo L9473400 GEL,GI Sales DOMESTIC,X51,-1,11848,18/05/2022,-435.00,-436.00,POS/8210,18/05/2022,,0.000,-216.06,,PC,H,BWREMOTE_P34,WA
1218771,YSL Vernis a Levr L9499200 LS,GI Sales DOMESTIC,X51,-1,11834,18/05/2022,-335.00,-284.00,POS/8210,18/05/2022,,0.000,-166.42,,PC,H,BWREMOTE_P34,WA
1248762,Clarins Multi Act 80026904 SET,GI Sales DOMESTIC,X51,-1,20511,18/05/2022,"-1,100.00",-896.00,POS/8210,18/05/2022,,0.000,-529.41,,PC,H,BWREMOTE_P34,WA
1251870,D&G Light B 30328050000 EDPS,GI Sales DOMESTIC,X51,-1,20523,18/05/2022,-652.00,-521.60,POS/8210,18/05/2022,,0.000,-276.86,,PC,H,BWREMOTE_P34,WA
1254058,La Mer Moisturiz 5HHP010000 LO,GI Sales DOMESTIC,X51,-1,11848,18/05/2022,"-2,330.00","-2,004.00",POS/8210,18/05/2022,,0.000,"-1,333.95",,PC,H,BWREMOTE_P34,WA
1258938,D&G Light B 30328150000 EDPS,GI Sales DOMESTIC,X51,-1,20520,18/05/2022,-866.00,-692.80,POS/8210,18/05/2022,,0.000,-367.55,,PC,H,BWREMOTE_P34,WA
1329645,La Mer Blanc de 5W7601 LO,GI Sales DOMESTIC,X51,-2,11848,18/05/2022,"-1,790.00","-1,616.00",POS/8210,18/05/2022,,0.000,"-1,024.90",,PC,H,BWREMOTE_P34,WA
1356496,YSL Rouge Volupte L8953700 LS,GI Sales DOMESTIC,X51,-1,11842,18/05/2022,-335.00,-305.00,POS/8210,18/05/2022,,0.000,-167.40,,PC,H,BWREMOTE_P34,WA
1377864,Lancô Absolu TS281300 SET,GI Sales DOMESTIC,X51,-1,20484,18/05/2022,"-1,980.00","-1,680.00",POS/8210,18/05/2022,,0.000,-984.53,,PC,H,BWREMOTE_P34,WA
1390449,Lancô UV Expert TS235200 SET,GI Sales DOMESTIC,X51,-1,20511,18/05/2022,"-1,455.00","-1,312.00",POS/8210,18/05/2022,,0.000,-723.85,,PC,H,BWREMOTE_P34,WA
1396685,Bvlgari RG Bloss 40470 EDPS,GI Sales DOMESTIC,X51,-1,20523,18/05/2022,"-1,050.00",-672.00,POS/8210,18/05/2022,,0.000,-370.45,,PC,H,BWREMOTE_P34,WA
1396685,Bvlgari RG Bloss 40470 EDPS,GI Sales DOMESTIC,X51,-1,20520,18/05/2022,"-1,050.00",-672.00,POS/8210,18/05/2022,,0.000,-370.46,,PC,H,BWREMOTE_P34,WA
1409247,Armani Lip Maestro LB014500 LS,GI Sales DOMESTIC,X51,-1,11834,18/05/2022,-315.00,-252.00,POS/8210,18/05/2022,,0.000,-156.59,,PC,H,BWREMOTE_P34,WA
1417671,EL Re-Nutriv PC0521 MUP,GI Sales DOMESTIC,X51,-2,11834,18/05/2022,"-1,830.00","-1,536.00",POS/8210,18/05/2022,,0.000,"-1,047.35",,PC,H,BWREMOTE_P34,WA
1431654,I Miya L'Eau 89724500000 EDTS,GI Sales DOMESTIC,X51,-1,20497,18/05/2022,-675.00,-649.00,POS/8210,18/05/2022,,0.000,-286.97,,PC,H,BWREMOTE_P34,WA
1431654,I Miya L'Eau 89724500000 EDTS,GI Sales DOMESTIC,X51,-1,20490,18/05/2022,-675.00,-649.00,POS/8210,18/05/2022,,0.000,-286.97,,PC,H,BWREMOTE_P34,WA
1431654,I Miya L'Eau 89724500000 EDTS,GI Sales DOMESTIC,X51,-1,20506,18/05/2022,-675.00,-649.00,POS/8210,18/05/2022,,0.000,-286.97,,PC,H,BWREMOTE_P34,WA
1439240,EL Micro Essence PJ5R01 SET,GI Sales DOMESTIC,X51,-1,20523,18/05/2022,"-1,540.00","-1,020.80",POS/8210,18/05/2022,,0.000,-882.00,,PC,H,BWREMOTE_P34,WA
1456312,L'Oréa Youth G3890500 SER,GI Sales DOMESTIC,X51,-1,11853,18/05/2022,-630.00,-465.50,POS/8210,18/05/2022,,0.000,-314.22,,PC,H,BWREMOTE_P34,WA
1458636,EL Advanced Night PG5401 SER,GI Sales DOMESTIC,X51,-1,11853,18/05/2022,"-1,430.00",-745.00,POS/8210,18/05/2022,,0.000,-819.02,,PC,H,BWREMOTE_P34,WA
1462920,I Miya Nectar 31800051101 EDPS,GI Sales DOMESTIC,X51,-1,20520,18/05/2022,-771.00,-616.80,POS/8210,18/05/2022,,0.000,-327.53,,PC,H,BWREMOTE_P34,WA
1470547,Chloé Signa 99350089433 EDTS,GI Sales DOMESTIC,X51,-1,20523,18/05/2022,-806.00,-646.40,POS/8210,18/05/2022,,0.000,-313.63,,PC,H,BWREMOTE_P34,WA
1470547,Chloé Signa 99350089433 EDTS,GI Sales DOMESTIC,X51,-1,20520,18/05/2022,-806.00,-646.40,POS/8210,18/05/2022,,0.000,-313.63,,PC,H,BWREMOTE_P34,WA
1470548,Chloé Signa 99350089431 EDTS,GI Sales DOMESTIC,X51,-1,20520,18/05/2022,-639.00,-512.00,POS/8210,18/05/2022,,0.000,-248.41,,PC,H,BWREMOTE_P34,WA
1472733,Caudal Bodycare 262 BOLO,GI Sales DOMESTIC,X51,-1,20460,18/05/2022,-198.00,-158.40,POS/8210,18/05/2022,,0.000,-70.24,,PC,H,BWREMOTE_P34,WA
1472740,Caudal Vinoclean 307 CL,GI Sales DOMESTIC,X51,-1,20511,18/05/2022,-190.00,-152.00,POS/8210,18/05/2022,,0.000,-73.29,,PC,H,BWREMOTE_P34,WA
1472746,Caudal Facial Mist 320 MOI,GI Sales DOMESTIC,X51,-1,20511,18/05/2022,-70.00,-56.00,POS/8210,18/05/2022,,0.000,-27.48,,PC,H,BWREMOTE_P34,WA
1472768,Caudal Winter Duo 2735 SET,GI Sales DOMESTIC,X51,-1,20460,18/05/2022,-100.00,-80.00,POS/8210,18/05/2022,,0.000,-39.70,,PC,H,BWREMOTE_P34,WA
1473105,Ritual White 1106105 OTH,GI Sales DOMESTIC,X51,-1,20465,18/05/2022,-440.00,-432.00,POS/8210,18/05/2022,,0.000,-201.66,,PC,H,BWREMOTE_P34,WA
1473150,Ritual Black 1109602 CANDL,GI Sales DOMESTIC,X51,-1,20460,18/05/2022,-340.00,-296.00,POS/8210,18/05/2022,,0.000,-158.00,,PC,H,BWREMOTE_P34,WA
1473155,Ritual White 1109609 CANDL,GI Sales DOMESTIC,X51,-2,20465,18/05/2022,-590.00,-592.00,POS/8210,18/05/2022,,0.000,-307.27,,PC,H,BWREMOTE_P34,WA
1473357,EL Re-Nutriv PJXH01 MOI,GI Sales DOMESTIC,X51,-1,11834,18/05/2022,"-2,475.00","-2,112.00",POS/8210,18/05/2022,,0.000,"-1,558.02",,PC,H,BWREMOTE_P34,WA
1512815,Anessa Perfect 18821 SUNM,GI Sales DOMESTIC,X51,-1,20523,18/05/2022,-267.00,-213.60,POS/8210,18/05/2022,,0.000,-142.84,,PC,H,BWREMOTE_P34,WA
68649,Gucci Rush 99350097700 EDTS,GI Sales DOMESTIC,X51,-1,11792,17/05/2022,-488.00,-390.40,POS/8210,17/05/2022,,0.000,-189.28,,PC,H,BWREMOTE_P34,WA
68649,Gucci Rush 99350097700 EDTS,GI Sales DOMESTIC,X51,-1,11797,17/05/2022,-488.00,-390.40,POS/8210,17/05/2022,,0.000,-189.28,,PC,H,BWREMOTE_P34,WA
68649,Gucci Rush 99350097700 EDTS,RE Sales DOMESTIC,X52,1,11796,17/05/2022,488.00,390.40,POS/8210,17/05/2022,,0.000,189.28,,PC,S,BWREMOTE_P34,WA
221370,Kiehls Rare S1126603 MSK,GI Sales DOMESTIC,X51,-1,11794,17/05/2022,-310.00,-275.00,POS/8210,17/05/2022,,0.000,-116.17,,PC,H,BWREMOTE_P34,WA
536427,Bvlgari Omnia Coral 40269 EDTS,RE Sales DOMESTIC,X52,2,11796,17/05/2022,"1,580.00","1,011.20",POS/8210,17/05/2022,,0.000,576.83,,PC,S,BWREMOTE_P34,WA
536427,Bvlgari Omnia Coral 40269 EDTS,GI Sales DOMESTIC,X51,-2,11797,17/05/2022,"-1,580.00","-1,011.20",POS/8210,17/05/2022,,0.000,-576.83,,PC,H,BWREMOTE_P34,WA
536427,Bvlgari Omnia Coral 40269 EDTS,GI Sales DOMESTIC,X51,-2,11792,17/05/2022,"-1,580.00","-1,011.20",POS/8210,17/05/2022,,0.000,-576.83,,PC,H,BWREMOTE_P34,WA
866603,CK in 2u Her 65998238000 EDTS,RE Sales DOMESTIC,X52,2,11796,17/05/2022,576.00,460.80,POS/8210,17/05/2022,,0.000,220.02,,PC,S,BWREMOTE_P34,WA
866603,CK in 2u Her 65998238000 EDTS,GI Sales DOMESTIC,X51,-2,11797,17/05/2022,-576.00,-460.80,POS/8210,17/05/2022,,0.000,-220.02,,PC,H,BWREMOTE_P34,WA
866603,CK in 2u Her 65998238000 EDTS,GI Sales DOMESTIC,X51,-2,11792,17/05/2022,-576.00,-460.80,POS/8210,17/05/2022,,0.000,-220.02,,PC,H,BWREMOTE_P34,WA
1197527,Lancô Grandiôse L9418500 EL,GI Sales DOMESTIC,X51,-1,11801,17/05/2022,-240.00,-212.09,POS/8210,17/05/2022,,0.000,-119.54,,PC,H,BWREMOTE_P34,WA
1284293,L'Occi Verben 15GD250VB17 B+SG,GI Sales DOMESTIC,X51,-1,11801,17/05/2022,-190.00,-167.91,POS/8210,17/05/2022,,0.000,-88.89,,PC,H,BWREMOTE_P34,WA
1331622,EL Nutritious P3GA01 SET,GI Sales DOMESTIC,X51,-1,11797,17/05/2022,"-1,135.00",-960.00,POS/8210,17/05/2022,,0.000,-649.53,,PC,H,BWREMOTE_P34,WA
1331724,L'Occi Aroma 17AS500G18 HCO,GI Sales DOMESTIC,X51,-1,11805,17/05/2022,-355.00,-327.90,POS/8210,17/05/2022,,0.000,-166.03,,PC,H,BWREMOTE_P34,WA
1339598,L'Occi Aroma 17SH500G18 SHA,GI Sales DOMESTIC,X51,-1,11805,17/05/2022,-300.00,-277.10,POS/8210,17/05/2022,,0.000,-140.40,,PC,H,BWREMOTE_P34,WA
1396685,Bvlgari RG Bloss 40470 EDPS,GI Sales DOMESTIC,X51,-1,11797,17/05/2022,"-1,050.00",-672.00,POS/8210,17/05/2022,,0.000,-370.46,,PC,H,BWREMOTE_P34,WA
1396685,Bvlgari RG Bloss 40470 EDPS,GI Sales DOMESTIC,X51,-1,11792,17/05/2022,"-1,050.00",-672.00,POS/8210,17/05/2022,,0.000,-370.45,,PC,H,BWREMOTE_P34,WA
1396685,Bvlgari RG Bloss 40470 EDPS,RE Sales DOMESTIC,X52,1,11796,17/05/2022,"1,050.00",672.00,POS/8210,17/05/2022,,0.000,370.46,,PC,S,BWREMOTE_P34,WA
1416491,Ritual Ayurveda 1105459 BOSCR,GI Sales DOMESTIC,X51,-1,20414,17/05/2022,-145.00,-116.00,POS/8210,17/05/2022,,0.000,-50.81,,PC,H,BWREMOTE_P34,WA
1416524,Ritual Sakura 1106567 BOSCR,GI Sales DOMESTIC,X51,-1,20424,17/05/2022,-145.00,-116.00,POS/8210,17/05/2022,,0.000,-50.82,,PC,H,BWREMOTE_P34,WA
1431654,I Miya L'Eau 89724500000 EDTS,GI Sales DOMESTIC,X51,-1,11797,17/05/2022,-675.00,-559.20,POS/8210,17/05/2022,,0.000,-286.97,,PC,H,BWREMOTE_P34,WA
1431654,I Miya L'Eau 89724500000 EDTS,GI Sales DOMESTIC,X51,-1,11792,17/05/2022,-675.00,-559.20,POS/8210,17/05/2022,,0.000,-286.97,,PC,H,BWREMOTE_P34,WA
1431654,I Miya L'Eau 89724500000 EDTS,RE Sales DOMESTIC,X52,1,11796,17/05/2022,675.00,559.20,POS/8210,17/05/2022,,0.000,286.97,,PC,S,BWREMOTE_P34,WA
1438191,Ritual Ayurveda 1105146 HDCR,GI Sales DOMESTIC,X51,-1,20414,17/05/2022,-100.00,-80.00,POS/8210,17/05/2022,,0.000,-45.85,,PC,H,BWREMOTE_P34,WA
1438198,Ritual Jing 1106876 BOCR,GI Sales DOMESTIC,X51,-2,20414,17/05/2022,-420.00,-352.00,POS/8210,17/05/2022,,0.000,-126.68,,PC,H,BWREMOTE_P34,WA
1439240,EL Micro Essence PJ5R01 SET,GI Sales DOMESTIC,X51,-2,11797,17/05/2022,"-3,080.00","-2,041.60",POS/8210,17/05/2022,,0.000,"-1,764.00",,PC,H,BWREMOTE_P34,WA
1473009,Ritual Floral 1104832 OTH,GI Sales DOMESTIC,X51,-1,20437,17/05/2022,-440.00,-432.00,POS/8210,17/05/2022,,0.000,-228.23,,PC,H,BWREMOTE_P34,WA
1473104,Ritual Black 1106101 OTH,GI Sales DOMESTIC,X51,-1,20437,17/05/2022,-440.00,-432.00,POS/8210,17/05/2022,,0.000,-224.75,,PC,H,BWREMOTE_P34,WA
1473126,Ritual Jing 1107180 OTH,GI Sales DOMESTIC,X51,-1,20437,17/05/2022,-295.00,-252.00,POS/8210,17/05/2022,,0.000,-135.42,,PC,H,BWREMOTE_P34,WA
1473175,Ritual Sakura 1111745 SET,GI Sales DOMESTIC,X51,-1,20424,17/05/2022,-230.00,-184.00,POS/8210,17/05/2022,,0.000,-105.71,,PC,H,BWREMOTE_P34,WA
1482017,Burb Hero 99350037946 EDTS,RE Sales DOMESTIC,X52,1,11796,17/05/2022,576.00,460.80,POS/8210,17/05/2022,,0.000,227.10,,PC,S,BWREMOTE_P34,WA
1482017,Burb Hero 99350037946 EDTS,GI Sales DOMESTIC,X51,-1,11797,17/05/2022,-576.00,-460.80,POS/8210,17/05/2022,,0.000,-227.10,,PC,H,BWREMOTE_P34,WA
1482017,Burb Hero 99350037946 EDTS,GI Sales DOMESTIC,X51,-1,11792,17/05/2022,-576.00,-460.80,POS/8210,17/05/2022,,0.000,-227.10,,PC,H,BWREMOTE_P34,WA
1489483,Ritual Sakura 17916 HOME,GI Sales DOMESTIC,X51,-1,20424,17/05/2022,-155.00,-124.00,POS/8210,17/05/2022,,0.000,-71.06,,PC,H,BWREMOTE_P34,WA
1489680,Ritual Jing 1111834 BOSCR,GI Sales DOMESTIC,X51,-1,20424,17/05/2022,-170.00,-140.00,POS/8210,17/05/2022,,0.000,-78.10,,PC,H,BWREMOTE_P34,WA
221370,Kiehls Rare S1126603 MSK,GI Sales DOMESTIC,X51,-1,11737,16/05/2022,-310.00,-275.00,POS/8210,16/05/2022,,0.000,-116.17,,PC,H,BWREMOTE_P34,WA
639002,Lancô Pur Rituel L5449200 TO,GI Sales DOMESTIC,X51,-1,20311,16/05/2022,-445.00,-318.50,POS/8210,16/05/2022,,0.000,-221.33,,PC,H,BWREMOTE_P34,WA
652358,L'Occi Verben 15LC250VB3 BL,GI Sales DOMESTIC,X51,-2,11737,16/05/2022,-520.00,-540.00,POS/8210,16/05/2022,,0.000,-243.20,,PC,H,BWREMOTE_P34,WA
980237,Kiehls Ultra Faci. S1193100 TO,GI Sales DOMESTIC,X51,-1,20369,16/05/2022,-220.00,-260.00,POS/8210,16/05/2022,,0.000,-109.38,,PC,H,BWREMOTE_P34,WA
1034120,Kiehls Ultra Faci S0850900 DCR,GI Sales DOMESTIC,X51,-1,11736,16/05/2022,-315.00,-325.00,POS/8210,16/05/2022,,0.000,-157.22,,PC,H,BWREMOTE_P34,WA
1043508,Cliniq 3 Steps Z09A DUO,GI Sales DOMESTIC,X51,-1,20342,16/05/2022,-440.00,-440.00,POS/8210,16/05/2022,,0.000,-251.73,,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-1,11769,16/05/2022,"-1,150.00",-799.00,POS/8210,16/05/2022,,0.000,-685.68,,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-2,20311,16/05/2022,"-2,300.00","-1,598.00",POS/8210,16/05/2022,,0.000,"-1,371.37",,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-1,20346,16/05/2022,"-1,150.00",-799.00,POS/8210,16/05/2022,,0.000,-685.68,,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-1,11763,16/05/2022,"-1,150.00",-799.00,POS/8210,16/05/2022,,0.000,-685.69,,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-2,20302,16/05/2022,"-2,300.00","-1,598.00",POS/8210,16/05/2022,,0.000,"-1,371.37",,PC,H,BWREMOTE_P34,WA
1053426,La Mer 51KA010000 CL,GI Sales DOMESTIC,X51,-1,20368,16/05/2022,"-1,150.00",-799.00,POS/8210,16/05/2022,,0.000,-685.69,,PC,H,BWREMOTE_P34,WA
1142903,Miu Miu 77788005 EDPS,GI Sales DOMESTIC,X51,-1,11776,16/05/2022,-671.00,-638.40,POS/8210,16/05/2022,,0.000,-260.83,,PC,H,BWREMOTE_P34,WA
1159021,La Mer 5EXL010000 SER,GI Sales DOMESTIC,X51,-1,20376,16/05/2022,"-2,370.00","-2,405.00",POS/8210,16/05/2022,,0.000,"-1,362.07",,PC,H,BWREMOTE_P34,WA
1245558,Clarins White 80018450 WHIT,GI Sales DOMESTIC,X51,-1,20310,16/05/2022,-600.00,-496.00,POS/8210,16/05/2022,,0.000,-288.46,,PC,H,BWREMOTE_P34,WA
1298765,Clarins Hydra 80024815 DUO,GI Sales DOMESTIC,X51,-1,20310,16/05/2022,"-1,000.00",-800.00,POS/8210,16/05/2022,,0.000,-480.62,,PC,H,BWREMOTE_P34,WA
1298765,Clarins Hydra 80024815 DUO,GI Sales DOMESTIC,X51,-1,20337,16/05/2022,"-1,000.00",-800.00,POS/8210,16/05/2022,,0.000,-480.62,,PC,H,BWREMOTE_P34,WA
1300368,Kiehls Dermatol S2803000 SUNCR,GI Sales DOMESTIC,X51,-1,20356,16/05/2022,-515.00,-452.00,POS/8210,16/05/2022,,0.000,-255.77,,PC,H,BWREMOTE_P34,WA
1317977,YSL Vernis L L6864100 LS,GI Sales DOMESTIC,X51,-1,11731,16/05/2022,-335.00,-355.00,POS/8210,16/05/2022,,0.000,-166.52,,PC,H,BWREMOTE_P34,WA
1332154,EL Advanced Nig P4RY019000 DUO,GI Sales DOMESTIC,X51,-1,20356,16/05/2022,-925.00,-808.00,POS/8210,16/05/2022,,0.000,-529.55,,PC,H,BWREMOTE_P34,WA
1349412,Arden Ceramide A0124069 SET,GI Sales DOMESTIC,X51,-1,20344,16/05/2022,-670.00,-620.00,POS/8210,16/05/2022,,0.000,-274.19,,PC,H,BWREMOTE_P34,WA
1370185,Clarins Men 80039354 MCARE,GI Sales DOMESTIC,X51,-1,20337,16/05/2022,-230.00,-192.00,POS/8210,16/05/2022,,0.000,-110.50,,PC,H,BWREMOTE_P34,WA
1372418,Ritual Sakura 1106468 B+SG,GI Sales DOMESTIC,X51,-1,20314,16/05/2022,-85.00,-76.00,POS/8210,16/05/2022,,0.000,-29.13,,PC,H,BWREMOTE_P34,WA
1378207,L'Occi Immort 27EV200I19 TO,GI Sales DOMESTIC,X51,-1,11737,16/05/2022,-250.00,-260.00,POS/8210,16/05/2022,,0.000,-116.81,,PC,H,BWREMOTE_P34,WA
1380104,Shu Ue Unlimited F7237000 MUP,GI Sales DOMESTIC,X51,-1,20368,16/05/2022,-435.00,-356.00,POS/8210,16/05/2022,,0.000,-216.06,,PC,H,BWREMOTE_P34,WA
1409864,Lancô UV Expert F7123500 WHIT,GI Sales DOMESTIC,X51,-1,20302,16/05/2022,-570.00,-620.00,POS/8210,16/05/2022,,0.000,-283.40,,PC,H,BWREMOTE_P34,WA
1416524,Ritual Sakura 1106567 BOSCR,GI Sales DOMESTIC,X51,-1,20314,16/05/2022,-145.00,-116.00,POS/8210,16/05/2022,,0.000,-50.81,,PC,H,BWREMOTE_P34,WA
1433781,Laneig Special 111975348 MSK,GI Sales DOMESTIC,X51,-1,20311,16/05/2022,-134.00,-134.00,POS/8210,16/05/2022,,0.000,-46.13,,PC,H,BWREMOTE_P34,WA
1438191,Ritual Ayurveda 1105146 HDCR,GI Sales DOMESTIC,X51,-1,20331,16/05/2022,-100.00,-80.00,POS/8210,16/05/2022,,0.000,-45.86,,PC,H,BWREMOTE_P34,WA
1438198,Ritual Jing 1106876 BOCR,GI Sales DOMESTIC,X51,-1,20364,16/05/2022,-210.00,-176.00,POS/8210,16/05/2022,,0.000,-63.34,,PC,H,BWREMOTE_P34,WA
1438198,Ritual Jing 1106876 BOCR,GI Sales DOMESTIC,X51,-1,20314,16/05/2022,-210.00,-176.00,POS/8210,16/05/2022,,0.000,-63.34,,PC,H,BWREMOTE_P34,WA
1439240,EL Micro Essence PJ5R01 SET,GI Sales DOMESTIC,X51,-1,11753,16/05/2022,"-1,540.00",-957.00,POS/8210,16/05/2022,,0.000,-882.00,,PC,H,BWREMOTE_P34,WA
1442327,YSL Tatou C LB415700 LS,GI Sales DOMESTIC,X51,-1,11763,16/05/2022,-335.00,-284.00,POS/8210,16/05/2022,,0.000,-166.45,,PC,H,BWREMOTE_P34,WA
1447012,Lancô Absolue Pre F7155700 FL,GI Sales DOMESTIC,X51,-1,20369,16/05/2022,"-1,085.00","-1,135.00",POS/8210,16/05/2022,,0.000,-539.22,,PC,H,BWREMOTE_P34,WA
1462879,YSL Encre F7550500 MUP,GI Sales DOMESTIC,X51,-1,11763,16/05/2022,-580.00,-615.00,POS/8210,16/05/2022,,0.000,-288.38,,PC,H,BWREMOTE_P34,WA
1472747,Caudal Facial Mist 321 MOI,GI Sales DOMESTIC,X51,-1,20346,16/05/2022,-130.00,-104.00,POS/8210,16/05/2022,,0.000,-48.87,,PC,H,BWREMOTE_P34,WA
1472761,Caudal Vinopure 342 CL,GI Sales DOMESTIC,X51,-1,11737,16/05/2022,-190.00,-190.00,POS/8210,16/05/2022,,0.000,-73.29,,PC,H,BWREMOTE_P34,WA
1473098,Ritual Black 1105982 HOME,GI Sales DOMESTIC,X51,-1,11747,16/05/2022,-290.00,-296.00,POS/8210,16/05/2022,,0.000,-151.26,,PC,H,BWREMOTE_P34,WA
1473120,Ritual Jing 1107150 CANDL,GI Sales DOMESTIC,X51,-1,11747,16/05/2022,-225.00,-196.00,POS/8210,16/05/2022,,0.000,-104.47,,PC,H,BWREMOTE_P34,WA
1473121,Ritual Mehr 1107152 CANDL,GI Sales DOMESTIC,X51,-1,11747,16/05/2022,-225.00,-196.00,POS/8210,16/05/2022,,0.000,-103.92,,PC,H,BWREMOTE_P34,WA
1473125,Ritual Sakura 1107175 OTH,GI Sales DOMESTIC,X51,-1,11736,16/05/2022,-255.00,-252.00,POS/8210,16/05/2022,,0.000,-135.61,,PC,H,BWREMOTE_P34,WA
1473126,Ritual Jing 1107180 OTH,GI Sales DOMESTIC,X51,-1,20364,16/05/2022,-295.00,-252.00,POS/8210,16/05/2022,,0.000,-135.42,,PC,H,BWREMOTE_P34,WA
1473126,Ritual Jing 1107180 OTH,GI Sales DOMESTIC,X51,-2,11736,16/05/2022,-590.00,-504.00,POS/8210,16/05/2022,,0.000,-270.84,,PC,H,BWREMOTE_P34,WA
1473152,Ritual Floral 1109605 CANDL,GI Sales DOMESTIC,X51,-1,20325,16/05/2022,-295.00,-296.00,POS/8210,16/05/2022,,0.000,-156.22,,PC,H,BWREMOTE_P34,WA
1473154,Ritual White 1109608 CANDL,GI Sales DOMESTIC,X51,-1,20331,16/05/2022,-295.00,-296.00,POS/8210,16/05/2022,,0.000,-138.22,,PC,H,BWREMOTE_P34,WA
1473155,Ritual White 1109609 CANDL,GI Sales DOMESTIC,X51,-1,20364,16/05/2022,-295.00,-296.00,POS/8210,16/05/2022,,0.000,-153.63,,PC,H,BWREMOTE_P34,WA
1473159,Ritual Amst 1109732 OTH,GI Sales DOMESTIC,X51,-1,20325,16/05/2022,-170.00,-180.00,POS/8210,16/05/2022,,0.000,-87.97,,PC,H,BWREMOTE_P34,WA
1473160,Ritual Mehr 1109907 OTH,GI Sales DOMESTIC,X51,-1,20331,16/05/2022,-155.00,-160.00,POS/8210,16/05/2022,,0.000,-81.50,,PC,H,BWREMOTE_P34,WA
1473160,Ritual Mehr 1109907 OTH,GI Sales DOMESTIC,X51,-1,20325,16/05/2022,-155.00,-160.00,POS/8210,16/05/2022,,0.000,-81.50,,PC,H,BWREMOTE_P34,WA
1473175,Ritual Sakura 1111745 SET,GI Sales DOMESTIC,X51,-1,20314,16/05/2022,-230.00,-184.00,POS/8210,16/05/2022,,0.000,-105.72,,PC,H,BWREMOTE_P34,WA
1473213,La Mer The Conc 431W01 MOI,GI Sales DOMESTIC,X51,-1,11773,16/05/2022,"-4,210.00","-4,341.50",POS/8210,16/05/2022,,0.000,"-2,411.39",,PC,H,BWREMOTE_P34,WA
1479507,YSL Encre F7551400 MUP,GI Sales DOMESTIC,X51,-1,11769,16/05/2022,-330.00,-259.00,POS/8210,16/05/2022,,0.000,-164.02,,PC,H,BWREMOTE_P34,WA
1484272,HP Coff 105994V0 COFF,GI Sales DOMESTIC,X51,-1,20360,16/05/2022,-640.00,-590.00,POS/8210,16/05/2022,,0.000,-280.67,,PC,H,BWREMOTE_P34,WA
1486883,La Mer Skin 42KC01 SET,GI Sales DOMESTIC,X51,-1,11773,16/05/2022,"-3,865.00","-3,671.75",POS/8210,16/05/2022,,0.000,"-2,222.63",,PC,H,BWREMOTE_P34,WA
1489895,Clarins Double 80084918 ESER,GI Sales DOMESTIC,X51,-1,20337,16/05/2022,-600.00,-496.00,POS/8210,16/05/2022,,0.000,-289.72,,PC,H,BWREMOTE_P34,WA
1489895,Clarins Double 80084918 ESER,GI Sales DOMESTIC,X51,-1,20310,16/05/2022,-600.00,-496.00,POS/8210,16/05/2022,,0.000,-289.72,,PC,H,BWREMOTE_P34,WA
1490444,L'Occi Osman 11GD250O21 B+SG,GI Sales DOMESTIC,X51,-1,11737,16/05/2022,-190.00,-190.00,POS/8210,16/05/2022,,0.000,-89.02,,PC,H,BWREMOTE_P34,WA
1492617,Lancô L'Absolu LC497501 LS,GI Sales DOMESTIC,X51,-1,20368,16/05/2022,-315.00,-315.00,POS/8210,16/05/2022,,0.000,-157.77,,PC,H,BWREMOTE_P34,WA
1513976,L'Occi 2022 24GD250CBL22 B+SG,GI Sales DOMESTIC,X51,-1,11737,16/05/2022,-190.00,-190.00,POS/8210,16/05/2022,,0.000,-89.14,,PC,H,BWREMOTE_P34,WA
214435,CK Free 99350086837 EDTS,GI Sales DOMESTIC,X51,-1,11648,15/05/2022,-288.00,-288.00,POS/8210,15/05/2022,,0.000,-212.77,,PC,H,BWREMOTE_P34,WA
221402,Kiehls Ultra Faci S0666105 DCR,GI Sales DOMESTIC,X51,-1,11678,15/05/2022,-580.00,-525.00,POS/8210,15/05/2022,,0.000,-288.44,,PC,H,BWREMOTE_P34,WA
221402,Kiehls Ultra Faci S0666105 DCR,GI Sales DOMESTIC,X51,-1,20248,15/05/2022,-580.00,-525.00,POS/8210,15/05/2022,,0.000,-288.43,,PC,H,BWREMOTE_P34,WA
